"","school_district","school_code","school_name","postal_code","school_category","type","city","grade_10_enrollment","grade_11_enrollment","grade_12_enrollment","short_postal_code","district_name","health_authority"
"200",23,2325094,"Webber Road StrongStart Centre","V4T1W9","Early learning school","StrongStart center","WEST KELOWNA","N","N","N","V4T","Central Okanagan","Interior"
"201",23,2325213,"South Rutland StrongStart Centre","V1X2W5","Early learning school","StrongStart center","KELOWNA","N","N","N","V1X","Central Okanagan","Interior"
"202",23,2325214,"Hudson Road StrongStart Centre","V1Z1J5","Early learning school","StrongStart center","WEST KELOWNA","N","N","N","V1Z","Central Okanagan","Interior"
"203",23,2325215,"Peter Greer StrongStart Centre","V4V1Y8","Early learning school","StrongStart center","WINFIELD","N","N","N","V4V","Central Okanagan","Interior"
"204",23,2325216,"Raymer StrongStart Centre","V1Y4Z6","Early learning school","StrongStart center","KELOWNA","N","N","N","V1Y","Central Okanagan","Interior"
"205",23,2325413,"Peachland StrongStart Centre","V0H1X5","Early learning school","StrongStart center","PEACHLAND","N","N","N","V0H","Central Okanagan","Interior"
"206",23,2395064,"Intr Hlth Adolescent Psychiatry Unit Pgm","V1Y1T2","Public School","Long term PRP school","KELOWNA","N","N","N","V1Y","Central Okanagan","Interior"
"207",23,2396013,"Immaculata Regional High School","V1W3N8","Independent School","Standard school","KELOWNA","Y","Y","Y","V1W","Central Okanagan","Interior"
"208",23,2396023,"Okanagan Christian School","V1X4N3","Independent School","Standard school","KELOWNA","Y","Y","Y","V1X","Central Okanagan","Interior"
"209",23,2396081,"St Joseph Elementary School","V1Y5X4","Independent School","Standard school","KELOWNA","N","N","N","V1Y","Central Okanagan","Interior"
"210",23,2396281,"Kelowna Christian School","V1W2E3","Independent School","Standard school","KELOWNA","Y","Y","Y","V1W","Central Okanagan","Interior"
"211",23,2396360,"Lakeside School Kelowna","V1W1K6","Independent School","Standard school","KELOWNA","N","N","N","V1W","Central Okanagan","Interior"
"212",23,2396479,"Flex Academy","V1X5Z5","Independent School","Standard school","KELOWNA","Y","Y","Y","V1X","Central Okanagan","Interior"
"213",23,2396575,"Okanagan Montessori Elementary School","V1W4H1","Independent School","Standard school","KELOWNA","N","N","N","V1W","Central Okanagan","Interior"
"214",23,2396609,"Our Lady of Lourdes","V4T2J6","Independent School","Standard school","WEST KELOWNA","N","N","N","V4T","Central Okanagan","Interior"
"215",23,2396676,"Studio 9 Independent School of the Arts","V1X2C9","Independent School","Standard school","KELOWNA","Y","Y","Y","V1X","Central Okanagan","Interior"
"216",23,2396689,"Aberdeen Hall Preparatory School","V1V3A4","Independent School","Standard school","KELOWNA","N","N","N","V1V","Central Okanagan","Interior"
"217",23,2396719,"Kleos Open Learning","V1Y0C2","Independent School","Provincial online learning school","KELOWNA","Y","Y","Y","V1Y","Central Okanagan","Interior"
"218",23,2396738,"Heritage Christian Online School","V1X5Z5","Independent School","Provincial online learning school","KELOWNA","Y","Y","Y","V1X","Central Okanagan","Interior"
"219",23,2396825,"Aberdeen Hall Senior","V1V3A4","Independent School","Standard school","KELOWNA","Y","Y","Y","V1V","Central Okanagan","Interior"
"220",23,2396966,"The Balsam School","V1Y6Z4","Independent School","Standard school","KELOWNA","N","N","N","V1Y","Central Okanagan","Interior"
"221",23,2397006,"Sensisyusten House of Learning","V4T2H3","Independent First Nations School","Standard school","WESTBANK","N","N","N","V4T","Central Okanagan","Interior"
"222",23,2399159,"eSchool23","V1X4N2","Public School","District online learning school","KELOWNA","Y","Y","Y","V1X","Central Okanagan","Interior"
"223",27,2725034,"Cataline StrongStart Centre","V2G1X3","Early learning school","StrongStart center","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"224",27,2725035,"100 Mile StrongStart Centre","V0K2E0","Early learning school","StrongStart center","100 MILE HOUSE","N","N","N","V0K","Cariboo-Chilcotin","Interior"
"225",27,2725095,"Marie Sharpe StrongStart Centre","V2G1S8","Early learning school","StrongStart center","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"226",27,2725196,"SD 27 StrongStart BC Outreach Program #1",NA,"Early learning school","StrongStart outreach",NA,"N","N","N",NA,"Cariboo-Chilcotin","Interior"
"227",27,2725217,"Mountview StrongStart Centre","V2G3G9","Early learning school","StrongStart center","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"228",27,2725218,"SD 27 StrongStart BC Outreach Program #2",NA,"Early learning school","StrongStart outreach",NA,"N","N","N",NA,"Cariboo-Chilcotin","Interior"
"229",27,2725243,"SD 27 StrongStart BC Outreach Program #3",NA,"Early learning school","StrongStart outreach",NA,"N","N","N",NA,"Cariboo-Chilcotin","Interior"
"230",27,2727000,"GROW Continuing Education Centre","V2G1Z9","Public School","Continuing education school","Williams Lake","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"231",27,2727007,"Forest Grove Elementary","V0K1M0","Public School","Standard school","FOREST GROVE","N","N","N","V0K","Cariboo-Chilcotin","Interior"
"232",27,2727008,"Horsefly Elem-Jr Secondary","V0L1L0","Public School","Standard school","HORSEFLY","N","N","N","V0L","Cariboo-Chilcotin","Interior"
"233",27,2727011,"Marie Sharpe Elementary","V2G1S8","Public School","Standard school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"234",27,2727012,"100 Mile House Elementary","V0K2E0","Public School","Standard school","100 MILE HOUSE","N","N","N","V0K","Cariboo-Chilcotin","Interior"
"235",27,2727014,"Likely Elem-Jr Secondary","V0L1N0","Public School","Standard school","LIKELY","N","N","N","V0L","Cariboo-Chilcotin","Interior"
"236",27,2727020,"Big Lake Elementary","V0L1G0","Public School","Standard school","BIG LAKE","N","N","N","V0L","Cariboo-Chilcotin","Interior"
"237",27,2727027,"150 Mile Elementary","V0K2G0","Public School","Standard school","150 MILE HOUSE","N","N","N","V0K","Cariboo-Chilcotin","Interior"
"238",27,2727030,"Lac La Hache Elementary","V0K1T0","Public School","Standard school","LAC LA HACHE","N","N","N","V0K","Cariboo-Chilcotin","Interior"
"239",27,2727041,"Chilcotin Road Elementary","V2G3Z3","Public School","Standard school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"240",27,2727045,"Mountview Elementary","V2G3G9","Public School","Standard school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"241",27,2727047,"Columneetza Junior Secondary","V2G2J8","Public School","Standard school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"242",27,2727054,"Anahim Lake Elem-Jr Secondary","V0L1C0","Public School","Standard school","ANAHIM LAKE","Y","N","N","V0L","Cariboo-Chilcotin","Interior"
"243",27,2727056,"Peter Skene Ogden Secondary","V0K2E0","Public School","Standard school","100 MILE HOUSE","Y","Y","Y","V0K","Cariboo-Chilcotin","Interior"
"244",27,2727057,"Cataline Elementary","V2G1X3","Public School","Standard school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"245",27,2727059,"Naghtaneqed Elem-Jr Secondary","V0L1X0","Public School","Standard school","NEMAIAH VALLEY","N","N","N","V0L","Cariboo-Chilcotin","Interior"
"246",27,2727061,"Horse Lake Elementary","V0K1X3","Public School","Standard school","LONE BUTTE","N","N","N","V0K","Cariboo-Chilcotin","Interior"
"247",27,2727062,"Mile 108 Elementary","V0K2Z0","Public School","Standard school","108 MILE RANCH","N","N","N","V0K","Cariboo-Chilcotin","Interior"
"248",27,2727065,"Nesika Elementary","V2G4A6","Public School","Standard school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"249",27,2727066,"Tatla Lake Elem-Jr Secondary","V0L1V0","Public School","Standard school","TATLA LAKE","N","Y","N","V0L","Cariboo-Chilcotin","Interior"
"250",27,2727070,"Dog Creek Elem-Secondary","V0L1J0","Public School","Standard school","DOG CREEK","Y","N","N","V0L","Cariboo-Chilcotin","Interior"
"251",27,2727071,"Alexis Creek Elementary/Secondary","V0L1A0","Public School","Standard school","ALEXIS CREEK","Y","Y","N","V0L","Cariboo-Chilcotin","Interior"
"252",27,2727072,"Lake City Secondary","V2G1T3","Public School","Standard school","WILLIAMS LAKE","Y","Y","Y","V2G","Cariboo-Chilcotin","Interior"
"253",27,2795040,"Nenqayni Treatment Centre","V2G4W5","Public School","Short term PRP school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"254",27,2796177,"Cariboo Adventist Academy","V2G3A7","Independent School","Standard school","WILLIAMS LAKE","Y","Y","Y","V2G","Cariboo-Chilcotin","Interior"
"255",27,2796263,"Maranatha Christian School","V2G1A3","Independent School","Standard school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"256",27,2796566,"Sacred Heart Catholic School","V2G4R5","Independent School","Standard school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"257",27,2799060,"Graduation Routes Other Ways","V2G1Z9","Public School","District online learning school","WILLIAMS LAKE","N","N","N","V2G","Cariboo-Chilcotin","Interior"
"258",27,2799094,"Skyline Alternate School","V2G1Z9","Public School","Alternate programs school","WILLIAMS LAKE","Y","Y","Y","V2G","Cariboo-Chilcotin","Interior"
"259",27,2799181,"PSO Outback Storefront","V0K2E0","Public School","Alternate programs school","100 MILE HOUSE","Y","Y","Y","V0K","Cariboo-Chilcotin","Interior"
"260",28,2825002,"Dragon Lake StrongStart Centre","V2J4H4","Early learning school","StrongStart center","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"261",28,2825219,"Ecole Baker StrongStart Centre","V2J1E3","Early learning school","StrongStart center","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"262",28,2825220,"SD 28 StrongStart BC Outreach Program #1","V2J7B3","Early learning school","StrongStart outreach","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"263",28,2825344,"Bouchie Lake StrongStart","V2J7B3","Early learning school","StrongStart center","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"264",28,2828002,"Wells Barkerville Elementary","V0K2R0","Public School","Standard school","WELLS","N","N","N","V0K","Quesnel","Northern"
"265",28,2828004,"Quesnel Junior School","V2J3V7","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"266",28,2828008,"Kersley Elementary School","V2J6L2","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"267",28,2828016,"Ecole Red Bluff Lhtako Elementary","V2J4A2","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"268",28,2828020,"Bouchie Lake Elementary School","V2J7B3","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"269",28,2828021,"Dragon Lake Elementary","V2J4H4","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"270",28,2828024,"Carson Elementary School","V2J3E2","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"271",28,2828032,"Lakeview Elementary","V2J4L8","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"272",28,2828034,"Correlieu Secondary School","V2J1G4","Public School","Standard school","QUESNEL","Y","Y","Y","V2J","Quesnel","Northern"
"273",28,2828036,"Voyageur Elementary School","V2J4K5","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"274",28,2828038,"Parkland Elementary","V2J6X7","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"275",28,2828039,"Riverview Elementary","V2J1W4","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"276",28,2828040,"Barlow Creek Elementary","V2J6S6","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"277",28,2828041,"Nazko Valley Elementary","V2J3H9","Public School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"278",28,2896434,"St Ann's School","V2J2J5","Independent School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"279",28,2896621,"North Cariboo Christian School","V2J6C7","Independent School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"280",28,2896902,"Fraser River Christian School","V2J6M4","Independent School","Standard school","QUESNEL","N","N","N","V2J","Quesnel","Northern"
"281",28,2899005,"Mcnaughton Centre","V2J2R3","Public School","Alternate programs school","QUESNEL","Y","Y","Y","V2J","Quesnel","Northern"
"282",28,2899174,"Quesnel Online Learning","V2J2R3","Public School","District online learning school","QUESNEL","Y","Y","Y","V2J","Quesnel","Northern"
"283",33,3325003,"Little Mountain StrongStart Centre","V2P6E5","Early learning school","StrongStart center","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"284",33,3325036,"Watson StrongStart Centre","V2R2H5","Early learning school","StrongStart center","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"285",33,3325097,"Central Gateway StrongStart Centre","V2P4S7","Early learning school","StrongStart center","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"286",33,3325098,"McCammon StrongStart Centre","V2P3X4","Early learning school","StrongStart center","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"287",33,3325221,"Bernard Strongstart Centre","V2P1H6","Early learning school","StrongStart center","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"288",33,3325222,"Unsworth StrongStart Centre","V2R4P5","Early learning school","StrongStart center","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"289",33,3325223,"SD 33 StrongStart BC Outreach Program #1",NA,"Early learning school","StrongStart outreach",NA,"N","N","N",NA,"Chilliwack","Fraser"
"290",33,3333000,"Continuing Ed SD 33","V2P2P8","Public School","Continuing education school","CHILLIWACK","N","N","Y","V2P","Chilliwack","Fraser"
"291",33,3333003,"Strathcona Elementary","V2P3T1","Public School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"292",33,3333004,"Chilliwack Middle School","V2P2R1","Public School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"293",33,3333005,"Sardis Elementary","V2R2E6","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"294",33,3333008,"Chilliwack Central Elementary Community","V2P4S7","Public School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"295",33,3333009,"Cultus Lake Swílhcha Community School","V2R5B5","Public School","Standard school","CULTUS LAKE","N","N","N","V2R","Chilliwack","Fraser"
"296",33,3333010,"East Chilliwack Elementary","V2P6H3","Public School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"297",33,3333011,"Vedder Elementary","V2R5Z5","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"298",33,3333012,"Chilliwack Secondary","V2P2P8","Public School","Standard school","CHILLIWACK","Y","Y","Y","V2P","Chilliwack","Fraser"
"299",33,3333013,"Cheam Elementary","V2P6H3","Public School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"300",33,3333015,"Yarrow Community School","V2R5C4","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"301",33,3333016,"Little Mountain Elementary","V2P6E1","Public School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"302",33,3333017,"Watson Elementary","V2R2H5","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"303",33,3333018,"Sardis Secondary","V2R2Z6","Public School","Standard school","CHILLIWACK","Y","Y","Y","V2R","Chilliwack","Fraser"
"304",33,3333019,"Bernard Elementary","V2P1H5","Public School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"305",33,3333023,"Rosedale Traditional Community","V0X1X2","Public School","Standard school","ROSEDALE","N","N","N","V0X","Chilliwack","Fraser"
"306",33,3333024,"Robertson Elementary","V2P1B1","Public School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
